#{"t_start": 1641254757.567522, "env_id": null}
r,l,t
19.042555,489,9939.916821
8.074508,208,9952.279707
19.02992,737,9988.355094
14.518189,321,10004.27733
2.410913,100,10009.980589
3.903057,125,10016.706789
10.634084,246,10029.144469
12.883331,342,10045.123572
5.763111,161,10053.733383
6.668754,184,10063.649346
6.840192,1001,10109.121171
3.248862,119,10116.139717
22.954131,455,10138.576752
4.323893,126,10144.358984
2.0882,124,10152.098543
7.066467,1001,10199.280205
17.803867,413,10218.30964
2.486321,234,10229.637751
10.53295,1001,10278.582495
9.34028,240,10289.827042
5.237022,146,10298.714681
4.399644,145,10305.612129
2.013048,144,10313.79665
2.810907,109,10319.7382
3.379805,136,10326.740683
8.073695,210,10337.679769
3.574853,112,10343.900146
6.830526,1001,10389.398696
2.613826,114,10395.486171
5.368173,181,10406.301861
9.948826,241,10419.685841
12.231432,284,10432.891005
3.7161,120,10439.584782
12.258896,457,10462.958306
7.083905,546,10489.425905
2.67943,94,10494.946572
2.556901,109,10500.594378
7.539196,609,10531.893399
9.0652,215,10543.100319
7.327056,188,10553.912915
9.877817,1001,10602.530866
12.594677,271,10616.179915
7.095744,1001,10664.666924
17.940657,375,10683.678346
7.853845,1001,10729.745542
3.472149,122,10736.235068
2.53663,112,10741.768183
2.189402,92,10747.337295
6.063714,165,10755.595909
4.769724,127,10763.877195
2.226718,93,10768.251843
6.815856,196,10778.901886
2.804715,115,10784.163096
2.269839,98,10790.876854
14.929141,1001,10839.075176
9.596888,238,10850.228209
10.189653,263,10864.729309
7.361998,206,10873.962758
5.103405,161,10882.364935
3.904852,131,10889.64998
10.736312,249,10901.219113
9.263819,226,10912.404354
9.874485,280,10926.911489
9.131447,260,10940.580193
5.295675,170,10949.660524
7.421641,233,10961.696259
15.774177,328,10979.731954
7.175703,323,10994.470092
3.233788,313,11008.504473
14.813088,331,11026.515504
1.952194,88,11031.220251
6.74981,179,11039.946159
20.172747,407,11058.330438
8.592591,325,11076.859567
7.096579,194,11085.673644
6.946241,1001,11136.780647
15.77631,349,11154.022934
6.962596,1001,11205.06129
11.558248,252,11216.184548
7.018537,200,11227.143072
10.571806,243,11239.386877
3.513433,121,11246.409161
9.269395,209,11256.567813
5.143352,202,11265.716745
5.542122,156,11274.173252
9.758946,316,11291.800936
1.981474,106,11298.181008
4.329037,164,11306.631752
4.332893,146,11314.304839
5.046721,163,11321.683967
2.877938,101,11327.888187
3.353026,245,11340.940464
11.086499,254,11354.867689
7.056984,175,11364.434317
2.611209,97,11368.966379
15.099719,352,11387.751184
3.974352,125,11393.44449
0.096931,1,11394.027577
8.414093,269,11407.235429
4.785673,163,11414.496453
4.775579,146,11421.677056
4.872183,140,11428.476838
6.671406,194,11439.711553
6.825444,176,11448.052188
6.13362,165,11456.72338
12.262807,272,11470.99794
6.936609,220,11481.344042
12.347828,279,11496.179221
7.617643,1001,11544.850196
9.346426,227,11556.601238
18.021264,435,11577.159106
3.233662,112,11582.134898
3.764415,161,11591.878541
2.689291,115,11598.143286
6.319477,192,11606.937184
2.225492,90,11612.414957
4.602675,143,11620.232048
9.655525,1001,11669.559424
3.874325,142,11676.270375
10.735518,247,11687.477977
7.682947,1001,11735.385869
4.222755,130,11743.318347
15.858562,330,11758.45393
2.738224,110,11763.590467
10.16714,274,11776.327626
8.000166,1001,11826.639845
7.862874,217,11837.004437
8.032994,211,11848.568457
13.243281,1001,11899.359426
4.25497,189,11907.728462
10.567268,1001,11954.159741
3.691712,119,11960.732955
5.980533,171,11969.263272
1.844394,100,11974.635689
3.12945,112,11980.40661
7.608398,192,11991.249115
10.831321,244,12004.100047
10.353115,412,12024.074962
17.179674,434,12045.81272
10.52221,259,12060.409473
8.244971,218,12071.362368
1.903962,84,12075.303423
1.871626,86,12080.283171
4.164074,136,12086.955018
3.05537,116,12092.320972
3.762229,126,12098.0439
11.090115,258,12112.082127
3.470368,164,12120.318681
3.177648,106,12126.280892
8.323798,1001,12174.363488
4.97078,148,12181.334248
7.954447,307,12195.402617
4.820247,147,12203.086998
9.96682,1001,12251.676418
6.290117,168,12260.353812
12.82887,292,12274.931094
1.540476,88,12279.49412
3.598435,131,12285.735901
11.494981,282,12300.851994
20.444664,1001,12349.395577
9.460803,214,12361.495489
20.443143,438,12383.668814
12.45441,1001,12431.101719
2.062269,95,12436.011732
2.868938,100,12440.955702
14.087742,1001,12485.865853
7.754346,1001,12536.532679
29.824699,636,12566.453791
7.917659,1001,12614.325065
5.609554,154,12622.891654
13.795023,297,12636.773798
1.829464,95,12641.665315
6.566916,1001,12689.032335
9.588399,272,12705.754999
15.930167,342,12721.950994
5.706339,171,12730.856318
22.360413,842,12774.549932
6.346905,209,12785.127804
3.794857,125,12791.807646
1.951534,89,12797.085525
4.265081,137,12803.979748
3.446584,112,12811.052115
6.896782,189,12819.607568
19.273113,449,12840.225979
6.118449,170,12848.039992
1.909446,89,12852.683142
6.057131,188,12863.987707
7.894479,229,12874.622892
7.096637,197,12883.899372
4.855659,138,12891.798379
1.928016,86,12895.78997
10.553424,251,12908.195768
7.445764,189,12917.412632
14.283224,368,12933.925985
11.127685,263,12946.872375
3.503375,115,12952.404437
8.587818,221,12964.560964
12.561387,277,12977.671867
12.873305,320,12992.41991
8.972893,233,13004.308612
4.321645,137,13011.719383
7.910792,209,13021.133534
8.08797,237,13032.996331
5.527394,159,13041.325322
13.208771,332,13057.68671
12.962455,582,13084.006337
10.428822,261,13095.349832
5.213307,158,13102.882416
4.975775,156,13112.545805
10.11705,262,13126.413726
22.607434,464,13147.311285
7.98611,236,13159.666555
9.407099,245,13170.072977
7.412233,1001,13220.573919
10.291025,559,13244.890697
6.861832,180,13255.235394
8.861099,215,13266.433418
24.349446,542,13291.680587
3.902385,139,13299.302912
4.115297,140,13307.625157
11.26577,368,13325.04545
11.074959,1001,13374.868397
28.66623,609,13404.322871
5.259733,1001,13453.943361
5.85883,173,13465.071367
5.152492,342,13479.708275
10.136664,1001,13530.562677
7.380606,185,13539.790251
5.658553,164,13547.932985
7.255925,221,13559.189079
7.845281,190,13570.586333
6.119402,173,13579.860512
5.736727,160,13587.987845
4.672004,156,13595.611815
2.366156,86,13599.618799
2.699458,118,13606.55409
7.810548,189,13617.102802
1.799044,76,13621.542799
8.123079,1001,13666.76228
20.586178,422,13687.440675
3.556066,146,13695.064062
11.238184,278,13709.390831
16.521705,337,13726.351411
9.855634,333,13742.707345
2.479501,119,13750.808084
2.591982,93,13757.725437
12.776592,332,13776.296434
5.244827,151,13785.627253
8.319399,1001,13834.647007
16.749961,430,13855.42069
2.503608,101,13860.324171
12.869169,324,13876.674412
10.965633,278,13890.033969
16.411953,1001,13934.266332
5.300757,144,13942.483843
15.563021,420,13961.99271
7.903422,1001,14009.604001
31.897621,760,14046.430722
4.049506,140,14052.637587
7.195421,191,14061.499508
8.406342,219,14073.790097
11.002764,262,14086.393922
5.906151,172,14095.255078
0.091739,1,14095.890619
7.063833,1001,14141.996497
15.91815,1001,14192.14478
7.899706,213,14202.189349
4.914529,145,14209.788688
2.645939,96,14214.820853
8.24274,1001,14265.232527
3.217531,247,14278.961654
3.872977,133,14285.196452
5.105728,230,14297.266737
22.672995,511,14320.75875
14.992974,340,14335.558596
7.073405,807,14372.986372
7.320235,188,14382.388548
1.641072,80,14385.910027
0.096948,1,14386.464476
13.098162,300,14399.792682
8.954281,238,14409.239215
11.222785,247,14420.692891
11.155645,304,14434.499528
12.890603,1001,14480.088584
0.908289,58,14482.879977
5.326217,156,14490.583075
4.015896,465,14514.443609
5.66315,162,14522.368543
9.183186,1001,14569.106269
2.326192,150,14576.635226
10.973656,271,14588.776695
10.34944,249,14600.018855
13.890881,1001,14646.981617
12.791292,306,14661.102845
16.963873,377,14676.917801
12.866958,322,14691.90943
5.300343,158,14699.959265
5.919204,169,14710.053845
32.57053,668,14738.121148
3.97639,126,14744.021525
2.291211,89,14749.623632
11.093037,275,14761.510863
6.738646,192,14769.661127
8.245189,838,14809.965322
4.298225,182,14819.085322
8.717151,227,14829.987183
13.016624,320,14845.038874
5.686449,154,14852.565738
7.38358,204,14862.010298
8.057593,1001,14909.836743
6.388073,397,14927.792547
16.138498,350,14945.887837
7.749589,213,14955.347156
4.816927,138,14962.05929
3.073788,101,14966.851568
2.918007,114,14972.134471
10.951154,244,14984.371852
17.095247,1001,15027.874658
2.84325,104,15032.252402
3.971094,124,15039.06765
8.132392,222,15048.833957
8.135478,219,15059.033152
6.089039,173,15067.235008
12.925459,271,15077.417506
10.946747,252,15088.78502
15.387645,351,15104.779478
16.798121,341,15119.292285
6.354536,185,15128.310913
1.792548,88,15132.623556
26.251911,689,15162.989357
3.121034,103,15169.145571
9.638109,373,15187.183837
3.885615,132,15193.32463
6.056538,168,15201.207463
16.361543,357,15218.690033
10.055378,1001,15262.738402
6.396967,178,15271.657665
5.516886,163,15279.333352
13.571455,1001,15327.049001
9.18016,231,15336.566303
2.97458,104,15340.976994
12.141844,1001,15383.442689
9.516165,231,15393.424697
5.598735,152,15400.341657
7.843914,1001,15444.15176
8.722639,1001,15489.293214
17.656062,367,15506.085363
6.885669,186,15514.168456
4.924079,286,15528.125026
9.620599,1001,15571.712011
5.676912,201,15580.825568
4.884615,143,15587.689938
2.121241,91,15592.812117
14.190776,300,15605.707607
7.037376,183,15613.658043
8.046141,380,15630.637805
10.601369,1001,15674.660368
3.067019,100,15679.915182
8.689993,1001,15721.720265
14.037652,293,15735.988425
4.670981,136,15742.666569
24.065763,1001,15787.346867
15.351358,1001,15830.701572
4.576635,201,15839.665341
12.554875,1001,15885.763674
2.681167,96,15890.992428
7.930214,259,15903.452999
7.729272,448,15922.57126
13.934483,315,15935.948151
12.195995,279,15948.649374
11.279932,256,15962.920954
12.424428,1001,16006.480012
6.125554,239,16016.859249
0.095682,1,16017.415318
4.634826,198,16025.754863
8.397852,215,16035.786122
7.390458,240,16046.239451
19.234521,1001,16089.253897
9.45713,1001,16133.390372
5.586148,160,16141.784118
20.908995,434,16161.446785
11.337303,255,16173.580269
5.750982,164,16181.299496
20.136716,928,16224.60767
5.987906,174,16233.512257
13.048889,291,16247.918285
4.911611,141,16253.815701
6.551843,195,16263.385387
5.176772,143,16269.384258
26.285409,1001,16314.98019
3.633192,133,16321.720119
17.472288,355,16338.188832
2.744616,166,16346.605258
6.230577,220,16356.273095
7.023358,187,16364.684366
9.511779,1001,16407.144811
5.979543,164,16413.763316
10.087255,256,16426.067641
7.25792,769,16457.354184
10.008685,281,16470.575052
4.009548,128,16476.333353
9.915441,219,16485.38059
12.517407,285,16499.171768
8.163011,203,16507.925367
4.028493,129,16515.092039
11.500872,1001,16558.100564
5.936117,154,16565.846372
14.476363,359,16581.974298
10.777576,254,16594.566436
9.321068,220,16604.694297
5.270632,161,16611.408111
6.382085,183,16620.312698
6.412005,179,16628.190474
16.175517,347,16644.414681
25.160205,482,16667.360034
11.543461,998,16713.465347
16.160757,342,16729.754942
1.975647,91,16733.729765
5.550557,153,16741.081192
3.140633,135,16748.389973
8.224216,1001,16794.959081
6.717465,222,16806.597362
4.30401,135,16812.215723
13.299725,294,16824.957462
12.391115,309,16839.629711
5.894036,172,16848.273059
0.116261,14,16849.393616
4.131847,125,16854.599755
7.462132,201,16863.372591
5.582319,157,16870.180803
17.455368,436,16890.39738
7.65681,801,16925.43151
8.683643,248,16938.750785
17.583539,439,16959.611495
3.665396,115,16965.088279
8.433594,218,16975.034529
10.930729,1001,17017.061072
15.133476,1001,17061.406949
6.764384,915,17103.111264
8.691813,722,17134.262258
12.036135,360,17149.331794
11.451447,700,17177.503406
6.457968,174,17184.441479
9.850584,288,17197.178196
10.131517,846,17234.566858
5.829208,160,17240.85505
