#{"t_start": 1641254758.2287173, "env_id": null}
r,l,t
3.372159,124,5759.164326
2.055197,180,5767.643203
8.24802,395,5789.209744
7.179762,194,5799.912737
8.2969,1001,5847.679968
6.835988,1001,5900.578219
3.375214,128,5907.861523
15.735159,475,5931.679052
2.587847,108,5936.94258
12.314433,1001,5986.659309
10.017462,294,6001.119954
2.38776,103,6006.743584
4.169787,139,6014.816538
6.321187,194,6025.030494
2.40532,136,6032.746691
24.238143,523,6060.581723
4.181319,136,6068.693829
6.692343,204,6078.256774
2.587935,109,6084.205041
9.994446,258,6097.434253
5.131886,185,6107.411403
2.49004,94,6112.762054
1.717848,91,6117.241241
3.271427,151,6125.361477
2.407679,129,6132.018237
14.383577,374,6152.128021
6.605381,301,6167.022882
3.758635,146,6174.827627
13.35992,362,6193.487895
1.487474,86,6199.157706
4.687213,182,6208.278638
0.891315,53,6211.406348
2.441794,112,6217.277392
2.960673,133,6223.783156
5.87811,194,6233.766145
2.954769,167,6242.068501
7.742973,241,6255.037729
2.781109,99,6259.715194
1.132953,70,6263.110747
3.810729,129,6269.463156
4.875719,208,6279.93119
1.971894,110,6286.039241
2.737919,108,6292.019809
4.077596,148,6300.464772
6.856247,190,6310.467933
4.21964,151,6318.72632
13.513341,360,6336.612514
2.455318,114,6343.005449
1.283618,111,6349.537555
6.100916,192,6359.728456
10.595412,694,6394.547492
5.892523,299,6409.039233
7.332458,205,6420.566334
7.075457,189,6431.025118
2.399029,472,6454.231253
4.14465,152,6462.024069
1.903714,91,6467.945903
9.210926,256,6481.820572
6.051755,366,6500.944303
8.971236,230,6512.71557
10.121025,258,6526.907
3.578241,154,6534.90367
22.626291,731,6570.583361
9.895502,267,6583.583033
6.112634,190,6592.636496
8.332506,227,6602.58529
4.759567,165,6611.019164
5.109614,167,6620.439002
2.710621,149,6628.557066
7.520405,213,6639.038973
3.864759,130,6644.751276
4.010911,165,6653.492216
2.643016,112,6659.059221
6.034413,165,6667.326895
9.450247,228,6679.930905
4.667924,174,6689.432151
5.914317,465,6711.009078
-4.194478,1,6711.540043
14.934922,394,6732.512525
6.605762,193,6741.96393
2.910333,117,6747.792013
12.817831,314,6763.063949
6.419921,191,6772.300781
22.048671,633,6804.347465
7.848926,219,6813.941021
8.661805,268,6828.244906
4.99583,164,6836.473467
6.010432,1001,6883.825794
4.355947,143,6890.687318
1.559921,90,6894.921234
7.1172,303,6908.57276
5.34939,185,6918.744717
7.148496,297,6935.783231
9.673433,268,6949.031529
3.090632,117,6955.275514
8.125979,257,6967.714513
5.202432,157,6975.45504
7.942359,216,6987.906923
2.226737,93,6992.848329
3.247549,108,6998.405521
-0.114979,16,7000.050106
4.594267,187,7009.966672
9.031468,215,7022.096319
6.024999,192,7032.330282
4.164934,147,7040.787992
3.258522,118,7046.709538
7.678114,222,7057.287848
12.200632,304,7070.951821
7.635853,207,7081.491075
7.096404,194,7091.852388
11.252556,270,7104.406751
3.58059,565,7130.970651
2.149591,118,7138.292228
2.490508,104,7143.148433
2.871618,154,7151.44048
4.796053,147,7158.690008
5.838152,150,7166.261723
13.286878,319,7182.005564
9.014823,270,7196.028574
4.264535,140,7202.162892
0.099494,1,7202.804673
4.697876,143,7210.523871
2.870079,106,7215.858983
6.318997,184,7224.786769
5.417418,171,7232.451595
6.005178,175,7242.899315
10.363352,253,7254.811783
1.696277,144,7261.302777
5.809007,182,7269.928978
9.150681,241,7282.277043
11.06733,272,7296.893038
11.346562,303,7312.205769
6.882119,191,7321.405908
5.974303,182,7330.320999
3.809875,125,7336.382476
7.271769,214,7348.741961
6.0853,1001,7397.496919
4.090627,147,7404.665483
13.284417,319,7421.475678
4.235106,161,7430.037249
14.37454,465,7454.702518
4.572308,184,7463.450845
8.19877,229,7475.874866
2.5912,149,7484.389234
29.207757,710,7521.605706
5.012107,168,7529.79947
3.614779,124,7536.32283
3.549076,190,7546.89789
6.413641,1001,7595.403099
2.77197,108,7600.428258
3.678784,323,7618.348916
4.71098,153,7625.446245
3.717979,158,7633.959584
11.091577,300,7647.261055
3.998979,123,7655.013976
8.850568,919,7698.119481
3.136048,120,7705.658061
8.834306,1001,7751.168853
4.331454,149,7757.964167
8.85265,231,7769.292363
16.481319,404,7788.592391
7.759212,1001,7835.597587
5.995123,979,7883.099378
3.682952,127,7890.037303
31.723781,791,7929.148948
12.149288,410,7948.474321
3.403332,121,7955.259799
4.154221,482,7977.971042
7.00206,212,7988.198344
2.375369,112,7993.325176
3.26368,120,8000.948573
7.633438,1001,8047.507224
18.75632,433,8068.115822
2.078268,90,8072.744218
5.161276,151,8079.849699
14.718254,792,8118.837269
5.624355,166,8126.405203
6.78234,200,8137.116376
1.981881,115,8142.836704
4.984678,154,8152.141929
13.348097,1001,8201.530339
16.432098,407,8219.543172
3.273931,147,8226.357938
8.276701,213,8237.054881
6.662709,201,8246.286869
23.394043,1001,8294.509193
9.49984,244,8307.596433
19.028153,417,8328.708115
1.391411,107,8334.159174
6.72054,178,8343.092089
3.253408,121,8349.598014
6.009329,286,8364.994477
3.032919,108,8370.978185
1.160433,70,8374.90305
14.968091,343,8393.300785
5.369076,185,8401.565207
7.523778,194,8411.702187
1.259343,69,8415.663872
9.605566,569,8444.104516
3.331672,116,8449.253731
12.558757,299,8464.453258
1.762247,82,8468.956615
3.260633,178,8478.332201
5.032615,210,8489.486311
9.298419,272,8503.610142
6.744035,472,8526.742434
2.200218,103,8531.334496
2.737799,117,8537.349219
6.732967,196,8547.188387
3.3227,138,8553.620847
9.047733,296,8568.976212
8.42734,1001,8616.347578
9.580907,243,8627.806449
12.997085,321,8644.403919
2.195125,94,8649.634058
5.580825,227,8661.718495
14.784808,334,8678.288572
2.773369,113,8685.090617
4.232499,147,8693.297546
2.962608,112,8698.873346
2.954737,140,8706.14772
6.92147,290,8721.87319
9.637276,483,8746.961555
4.973304,150,8755.398637
9.452948,255,8770.121148
6.680391,200,8779.985011
2.911859,111,8786.127812
2.324078,118,8792.040799
3.006375,110,8798.067283
4.766646,199,8808.664258
3.914841,129,8815.657678
22.985904,570,8844.83496
3.561194,127,8851.516762
2.39439,136,8857.733577
4.141835,146,8864.304551
11.767408,326,8881.007309
5.205183,279,8893.852873
14.792174,734,8929.193878
10.368548,263,8941.222827
1.150645,100,8946.378041
2.740639,112,8952.765226
12.578247,298,8967.319745
3.376147,132,8974.470294
4.237937,166,8982.815954
11.924583,394,9000.108587
2.415247,102,9005.193953
5.063182,458,9028.296733
4.278048,133,9034.762131
9.927795,991,9084.56599
8.973291,1001,9132.890052
1.606238,132,9139.961615
6.331042,226,9149.419125
5.290941,188,9158.903494
0.882046,53,9162.402736
5.945358,1001,9210.137162
7.276642,187,9219.032487
11.999294,269,9233.186821
6.695607,194,9242.854132
6.711437,178,9251.254415
11.731611,1001,9299.328654
14.730899,446,9321.04221
7.984869,219,9332.832723
7.729367,196,9342.904574
9.429183,246,9355.223358
12.729112,332,9372.274552
9.844978,432,9397.215425
4.804438,145,9405.56798
7.258641,192,9415.100398
11.326058,300,9430.416531
3.275031,121,9437.208681
4.623767,147,9444.357386
18.360757,1001,9495.087694
9.143214,1001,9543.761285
12.238706,1001,9594.282044
3.036033,119,9600.274813
2.429325,119,9606.129915
4.103719,127,9612.031205
7.670541,200,9620.698339
1.83463,122,9626.763176
3.191629,116,9632.944692
0.779645,60,9637.853126
8.449756,208,9648.046169
5.201485,479,9670.94802
7.996405,1001,9718.822224
11.596958,318,9734.376485
4.587511,299,9750.176946
3.393885,125,9757.185873
20.16335,636,9789.062898
2.919228,107,9794.417338
13.661073,315,9809.490426
3.401071,122,9815.737112
2.152902,273,9829.206016
3.018494,113,9834.705694
12.938148,311,9851.033033
2.440136,108,9856.967816
2.276172,98,9861.396465
3.927044,172,9870.015165
16.257413,338,9886.420337
3.144492,147,9895.851576
2.639349,97,9900.831341
15.060802,372,9920.267601
2.978868,119,9926.112663
9.344674,250,9938.184773
7.274557,190,9949.803709
1.684803,88,9955.617951
22.11125,536,9980.244623
2.801977,105,9985.645599
17.089047,364,10004.338799
2.857419,112,10010.527852
4.818829,152,10018.633305
3.877051,140,10025.399411
12.723179,663,10058.355306
8.635023,1001,10104.389523
3.29888,114,10110.693483
5.784284,176,10119.955114
3.242924,195,10129.218727
4.551143,127,10135.380451
2.872944,217,10145.951346
8.959211,1001,10193.005151
8.411994,222,10205.048996
3.438359,113,10210.122018
7.93055,200,10219.808753
5.04235,224,10230.701606
2.176606,96,10235.589791
6.891633,210,10245.017697
3.19167,200,10256.313288
4.883755,147,10263.345174
5.159587,147,10269.743348
8.238193,223,10280.577878
3.384221,116,10285.748638
16.497699,484,10311.688502
1.967163,86,10316.717306
8.257511,225,10328.856418
6.5898,180,10338.185824
8.927273,387,10357.88299
6.739748,1001,10404.806089
7.867419,194,10416.309089
4.600248,276,10429.18215
4.974323,142,10436.809585
3.823601,179,10445.050161
4.966379,151,10453.604533
3.603073,331,10470.097941
14.872321,320,10485.396543
5.590431,187,10496.130924
7.747191,207,10508.183028
3.758455,133,10515.470652
6.124381,256,10526.447299
2.347378,93,10531.874959
6.852512,186,10540.786112
1.511065,70,10545.804466
3.736269,120,10551.18534
8.256002,213,10564.427991
5.185688,210,10574.290407
8.654931,212,10583.772615
3.868996,124,10589.321216
1.702878,77,10593.25133
6.282181,249,10604.756709
7.369297,201,10614.524611
3.063677,275,10627.954348
7.750518,201,10636.717608
5.024691,142,10643.954653
10.524127,266,10656.111797
5.228049,155,10665.590036
7.681963,206,10675.11689
1.591922,83,10679.009462
-0.075724,13,10680.161141
1.905182,77,10685.317557
12.640406,651,10714.822437
9.196111,222,10724.664842
5.699294,173,10732.682904
10.404641,254,10747.366459
6.015684,734,10786.282725
7.360222,187,10795.948542
4.893077,156,10803.383048
2.59882,94,10808.143919
8.172536,503,10833.172279
6.864688,190,10841.86566
7.000373,198,10851.738696
9.665893,1001,10902.094082
18.11066,372,10921.232138
6.357413,173,10929.385259
4.61464,141,10937.093923
5.147278,152,10944.915904
3.859467,126,10951.675028
8.858707,281,10966.553713
6.980033,1001,11014.8244
5.02484,200,11026.646703
37.487803,738,11061.235095
5.264628,167,11070.926104
3.199833,115,11077.861053
7.306802,353,11094.498841
13.541993,289,11107.766356
6.401773,171,11116.166138
8.904753,235,11129.093265
3.857458,119,11135.551795
12.865097,284,11150.118409
11.84059,284,11164.71189
4.747479,150,11173.630867
9.914736,253,11185.579656
7.870796,1001,11234.553232
2.50804,97,11240.246378
1.435561,83,11244.348047
7.396224,193,11254.075379
3.977747,321,11269.861948
7.782957,202,11281.508574
3.287554,107,11287.029622
8.189732,1001,11340.856237
7.589356,201,11351.579568
7.186667,1001,11402.561035
8.724482,1001,11453.401653
2.096226,88,11458.563312
7.792445,197,11467.652389
8.603191,1001,11517.494567
7.685604,190,11526.066227
3.957285,136,11532.825533
2.637029,291,11548.343002
-0.18413,10,11549.387733
3.982138,140,11556.619089
2.907371,120,11562.769279
9.912497,269,11574.140572
5.730002,159,11582.104906
7.080412,199,11593.408298
13.242036,301,11608.865096
4.341449,143,11616.270341
11.340294,441,11637.980623
6.60459,196,11649.031457
6.882291,189,11657.78764
8.265173,1001,11705.19234
4.84945,143,11712.643155
7.468135,198,11722.054538
2.963692,110,11726.923105
23.153767,548,11753.972981
18.257491,1001,11801.820788
3.860356,134,11808.664379
4.530601,175,11817.604072
2.611117,101,11822.49641
9.150812,245,11834.662703
11.200802,339,11853.130848
17.050218,358,11869.785931
9.452562,1001,11918.906119
16.718415,350,11934.725481
4.080855,125,11941.471601
7.956716,227,11951.837163
2.28568,99,11957.524172
6.404396,169,11965.493322
2.919728,127,11972.379159
5.338468,161,11981.826208
1.851279,136,11988.836507
14.30286,314,12005.538269
11.068536,263,12018.50703
12.624192,312,12033.925231
13.667664,298,12049.861549
5.364656,155,12057.711186
8.927006,222,12068.245479
4.797529,163,12077.056331
4.482885,140,12084.239303
19.219569,578,12113.611251
6.978139,184,12123.257087
8.269955,214,12133.271333
3.60432,132,12140.112357
7.808445,284,12153.921187
6.002178,165,12162.524782
15.143186,519,12186.309788
18.2903,412,12206.585234
12.042359,483,12228.25725
7.929825,229,12239.224171
4.126921,141,12245.57119
10.668219,254,12261.216507
2.919534,106,12265.992668
7.943825,207,12276.268018
2.391294,103,12281.434541
5.783951,165,12290.412934
4.366636,126,12296.956328
13.633317,315,12313.420028
8.671152,228,12324.267114
9.680952,244,12335.217659
15.4741,347,12353.708259
1.578054,96,12358.096236
7.910909,201,12368.694218
7.237337,185,12377.220617
3.489058,116,12383.910484
10.568861,1001,12431.359993
3.785429,124,12437.368073
3.487005,154,12444.77466
3.440229,134,12450.50224
8.788973,1001,12496.510114
3.078706,123,12504.397827
3.109781,122,12510.011023
2.09755,101,12514.843671
15.80194,380,12533.312758
11.900215,1001,12580.730737
7.418826,1001,12630.176725
11.326506,1001,12677.155615
3.838676,127,12683.020211
2.00791,111,12689.256945
2.98578,126,12695.498907
3.662106,147,12706.037944
15.701867,749,12742.359097
9.760463,282,12757.105657
7.160759,203,12767.65429
3.861346,136,12775.461995
6.533268,206,12786.402459
5.089942,159,12794.518082
2.781401,91,12799.678511
3.693785,130,12807.352156
11.524296,1001,12855.549889
6.947797,192,12865.6721
8.804467,221,12875.983672
6.288038,163,12883.935959
2.623971,99,12889.240554
8.987306,1001,12937.051869
2.796427,104,12942.306262
11.253331,252,12954.215242
9.316953,271,12968.936797
6.75892,180,12977.676622
16.97925,364,12994.144238
4.514893,133,13001.02264
7.559901,1001,13049.734325
25.107727,534,13075.211507
2.773736,96,13079.715488
5.161558,390,13097.371272
15.519381,359,13116.176557
2.566463,96,13121.923867
6.544966,240,13133.569229
11.09579,331,13148.764988
4.756083,609,13177.65706
2.478046,96,13182.156177
4.035724,134,13188.475048
5.420551,161,13197.808259
10.985394,281,13212.592828
9.10617,1001,13260.101673
6.171741,169,13268.683222
17.405206,356,13285.19625
7.413906,184,13294.076102
10.28132,323,13311.369677
8.331983,199,13320.733352
2.13076,120,13327.156752
6.710052,167,13334.565075
2.799393,99,13339.80825
5.731567,496,13363.551476
6.696577,186,13373.331903
0.874805,67,13377.78836
8.613756,246,13389.297543
16.585377,346,13407.64712
7.565788,193,13417.791233
14.33112,459,13439.060734
2.00976,107,13444.314988
7.373954,1001,13492.912691
2.345734,96,13497.316605
3.910101,125,13503.539865
8.870899,214,13515.20591
6.126593,172,13524.344903
5.782986,193,13533.957103
20.057879,451,13556.596517
13.475702,312,13574.632843
8.877807,238,13586.501046
11.427611,270,13600.954792
1.189233,69,13604.259891
14.187053,321,13622.548084
9.042609,946,13664.502217
2.278342,123,13670.756049
7.568272,192,13679.894444
2.425521,105,13685.057801
12.115487,321,13701.7378
17.698368,1001,13755.767097
7.372915,184,13765.48547
8.126682,187,13777.43937
0.736851,50,13781.256406
7.093883,518,13806.087416
20.333598,423,13827.005455
20.184993,431,13848.229633
12.049677,701,13882.994349
5.028627,141,13890.118946
9.063066,1001,13934.599912
2.029719,93,13939.48992
6.444307,172,13947.320279
8.039451,205,13956.438569
3.646717,121,13963.129653
11.81688,1001,14010.750037
27.137006,525,14036.170287
7.87213,1001,14084.640038
5.062094,180,14093.823643
9.27821,1001,14140.521808
1.921723,85,14145.605344
15.076881,334,14160.355283
2.374187,102,14167.936167
23.649183,1001,14217.262208
13.771879,304,14233.064553
8.133106,222,14243.835267
17.001293,741,14281.931697
1.470919,111,14287.817222
2.835908,125,14294.249526
14.108581,317,14308.701645
22.008866,515,14331.902848
5.977283,188,14339.921636
4.135469,133,14346.54873
14.258444,304,14360.217073
6.542362,167,14368.712826
7.047882,196,14377.840388
16.101447,427,14397.570576
4.556578,522,14420.899555
7.445869,203,14429.513652
6.551546,189,14437.837564
6.833948,195,14445.898228
9.379146,230,14456.556918
5.787917,167,14465.73882
3.189538,116,14470.77203
12.987948,322,14485.938682
11.056435,247,14497.54069
0.845366,59,14500.346908
9.781514,217,14511.5896
4.812192,139,14519.091783
2.230119,91,14524.282622
5.696328,156,14530.962072
10.38405,273,14542.870427
6.740709,237,14553.91946
17.69794,417,14573.696123
12.102582,293,14587.280221
7.647547,192,14596.302179
6.05012,290,14611.408149
11.994412,286,14624.044359
1.371862,81,14628.213157
8.378256,210,14636.889035
7.382972,197,14645.733935
15.258227,1001,14690.522971
5.455623,155,14697.303874
8.031049,1001,14745.014245
17.390664,665,14775.18347
7.295716,187,14783.838758
9.652923,239,14795.791109
9.753737,242,14807.576489
10.989794,263,14821.398262
17.117407,376,14837.483576
14.030189,308,14853.668558
7.714083,277,14866.502152
7.736356,215,14876.602699
2.035022,165,14884.145376
5.619583,166,14891.682429
7.348731,210,14902.638842
6.815261,307,14917.16348
7.552073,1001,14964.545814
7.974674,703,14997.542315
16.659658,384,15013.19146
6.294998,484,15036.137073
3.753166,118,15042.103179
20.189536,452,15062.331797
23.903982,875,15099.123895
7.548626,215,15109.568614
7.981379,201,15117.583621
9.259776,227,15129.149008
10.197788,847,15167.746097
4.227856,135,15175.183108
7.554104,221,15185.12645
5.915345,172,15193.84337
4.628099,211,15203.956069
3.12358,111,15209.382559
10.949331,361,15226.558143
8.019996,197,15234.819939
9.410769,233,15245.432411
11.560532,662,15274.831656
9.463136,256,15286.478314
6.43419,172,15294.617339
3.232871,131,15301.257815
-0.194498,15,15302.484809
3.735265,176,15310.055001
7.342026,1001,15354.119267
3.672585,224,15364.850225
2.572,100,15369.083077
10.111984,490,15389.382751
8.775259,1001,15433.187515
9.249226,223,15442.705699
1.642318,78,15447.581959
6.537998,276,15460.640626
7.901933,202,15469.016312
6.270366,177,15476.533534
10.627581,260,15487.599974
4.756861,152,15494.706575
4.947631,160,15502.291658
6.928238,186,15510.315357
12.395074,284,15523.66504
7.499449,1001,15567.91842
11.976991,1001,15613.919626
2.470464,85,15617.631573
6.748032,210,15626.14688
6.983789,182,15635.094517
12.04935,266,15647.26782
17.358604,558,15670.373106
1.625358,150,15678.049531
11.059309,245,15690.933456
8.968685,1001,15732.3176
13.242671,290,15745.850938
10.152319,244,15757.28663
7.776889,221,15767.090878
27.155126,690,15796.52207
2.665395,101,15800.825604
15.074761,372,15816.27317
3.780014,121,15821.873884
2.68087,104,15827.237669
7.227862,187,15835.163517
8.75182,213,15845.133494
2.891897,103,15850.132707
1.436796,77,15853.58521
12.041481,283,15866.123935
4.068868,122,15872.374993
10.817334,311,15886.891746
7.538519,300,15901.378886
14.822178,1001,15944.539223
5.983598,166,15953.433229
4.94172,133,15960.969294
14.53607,1001,16004.533338
12.689604,296,16018.564622
9.704042,296,16031.090151
7.444443,189,16040.171759
2.430792,139,16046.337825
21.634925,1001,16089.353791
10.173014,247,16100.579715
12.20328,324,16114.985037
14.783039,1001,16159.62355
3.760429,130,16166.289864
-0.112907,1,16166.895716
12.411804,1001,16213.367717
15.444357,323,16228.564203
