#{"t_start": 1641254759.0445585, "env_id": null}
r,l,t
2.790867,191,3356.665657
4.507982,681,3388.696305
4.874897,186,3397.38575
6.490223,305,3411.603702
1.962187,124,3418.608664
4.512301,284,3431.463424
7.284425,315,3446.178722
1.801955,99,3450.539963
7.298783,279,3463.799329
8.568811,544,3488.763908
1.450859,82,3492.918233
3.590471,148,3499.662579
12.038058,445,3522.525972
9.826053,1001,3569.710057
3.049009,173,3577.034539
5.357247,238,3588.150073
3.890844,163,3596.284843
3.453115,283,3609.936464
8.414297,294,3626.163608
1.562766,78,3629.829489
13.990544,475,3652.635736
4.584623,165,3660.283231
10.13024,378,3680.545743
7.14498,575,3707.089746
10.082736,546,3733.426711
11.824508,375,3751.139338
6.022847,206,3762.446238
4.031905,206,3772.199987
4.337357,174,3780.694454
7.376046,264,3794.544536
2.013839,129,3801.309915
5.860023,222,3811.893453
6.208328,413,3833.488114
5.325824,634,3864.377822
7.150026,418,3884.268841
9.063567,301,3898.55475
11.079397,369,3917.472644
4.721764,181,3926.398956
9.98132,608,3954.000718
2.636114,125,3960.995211
1.915953,88,3966.77565
3.454344,313,3980.52218
5.047665,202,3990.679773
2.666812,135,3996.956608
9.675381,339,4014.842348
3.156903,133,4021.425825
3.79161,277,4035.591028
4.084271,159,4043.578142
1.874543,120,4050.010492
7.753151,265,4062.735739
10.388477,284,4078.148116
2.547491,129,4084.393178
6.287983,1001,4133.16911
3.041609,164,4142.251474
6.753345,1001,4190.211535
2.464888,119,4196.106287
1.799001,92,4200.362313
12.249603,381,4219.906227
4.20003,183,4228.735375
1.492107,94,4233.548754
2.111506,109,4239.11869
4.764829,313,4252.973988
16.821864,813,4292.846268
10.224943,497,4316.784929
3.764171,152,4325.63261
1.604327,97,4330.542949
4.558728,154,4337.73479
6.33375,256,4350.110325
2.889576,129,4355.647318
2.367117,128,4362.739416
21.494397,676,4394.399563
6.612839,273,4406.672914
7.772949,239,4417.734727
1.645369,124,4425.123621
5.424416,229,4436.412294
2.110909,117,4441.661026
-1.853297,2,4442.742213
16.88737,1001,4491.153343
1.740762,113,4497.363014
4.567486,158,4505.794714
7.010698,220,4515.109427
2.540882,107,4521.939493
2.039591,173,4530.831273
7.247056,223,4541.371673
3.014756,171,4549.612181
4.506971,165,4559.277343
7.317127,238,4571.902922
5.822805,218,4584.167818
5.686329,476,4606.545577
6.59547,197,4615.491115
12.625588,358,4634.673123
3.042279,137,4641.295682
8.595496,478,4665.308053
8.896673,390,4686.806428
2.42824,113,4692.844233
11.455929,394,4711.530097
3.919996,171,4719.375613
11.472329,1001,4767.695037
8.232892,1001,4819.053473
6.28131,209,4830.921882
6.801465,196,4839.42903
7.409496,222,4850.847301
15.948967,1001,4900.733711
3.14484,119,4906.010793
6.063589,243,4919.106857
3.325297,138,4925.771293
4.772735,207,4936.625451
3.740341,127,4942.871665
5.658665,178,4952.055208
6.852951,211,4963.382795
7.91758,325,4979.588033
9.952563,607,5009.857514
9.099316,258,5022.926535
12.60469,738,5060.490494
1.127137,93,5064.678617
6.133455,188,5075.02306
5.263312,177,5083.642704
5.190965,199,5096.637099
10.291309,340,5113.579337
2.131397,108,5118.395766
2.30382,127,5123.842684
1.929517,103,5128.722925
8.290532,227,5140.390745
5.157559,183,5149.383528
9.021364,264,5162.211891
16.392163,473,5186.142241
3.628206,122,5192.818425
5.550152,186,5202.042917
7.459393,493,5226.7437
2.825482,125,5233.667624
7.010254,218,5246.947468
2.40808,121,5252.942581
6.179988,180,5263.319367
7.592584,228,5275.447334
8.658582,256,5288.284332
5.221846,191,5299.55985
11.428453,281,5315.232753
12.34062,340,5333.200678
6.176682,187,5342.236683
1.701212,83,5346.19296
3.843308,142,5354.463091
2.65774,105,5360.552801
8.38683,269,5373.284566
6.076183,218,5384.622358
5.976419,190,5394.389086
6.738046,240,5406.746495
3.358036,124,5414.214724
5.167665,176,5423.384658
4.578958,214,5433.617505
2.360722,95,5438.270985
2.508213,288,5452.075971
5.199783,155,5461.373528
6.601276,194,5471.233848
5.09714,192,5482.237079
4.23774,169,5490.514208
11.270383,354,5507.645145
2.135109,290,5523.79064
7.375674,224,5535.612747
11.466349,458,5559.968374
3.64709,358,5579.551067
5.883934,175,5588.868875
2.043807,135,5596.953617
1.918797,84,5601.489476
16.607792,458,5624.858938
3.981892,129,5631.437844
7.881303,230,5642.478549
4.086525,141,5649.3701
6.217449,189,5657.782939
4.507745,158,5665.480393
6.011364,173,5675.40859
3.096221,130,5681.493775
5.750568,390,5700.450674
12.299375,391,5717.037804
4.783248,167,5725.862538
8.005116,226,5737.047323
6.103873,186,5746.582489
7.861847,360,5763.952375
10.052138,294,5780.907279
6.205163,193,5790.630634
4.062053,136,5797.495128
2.339507,146,5805.155869
5.896856,164,5813.168893
10.074275,274,5825.655616
3.683131,123,5832.355609
2.322927,103,5837.358822
1.708879,102,5842.356768
4.29275,142,5849.455806
7.122258,203,5858.993849
7.056406,190,5868.837085
9.148912,285,5884.683092
15.582222,388,5905.171586
4.51769,195,5915.177059
10.211858,266,5926.832396
8.493105,1001,5976.119613
1.729216,107,5982.91479
6.580753,191,5994.199378
4.80251,170,6001.961105
6.862844,181,6011.609122
6.490991,177,6021.681719
2.500646,115,6027.98362
6.034112,174,6039.372139
2.079353,96,6044.29789
9.804727,284,6057.701668
1.297936,82,6062.276514
8.532195,251,6075.045941
3.48212,130,6081.817691
11.557871,375,6101.807429
4.10189,338,6119.84228
7.807242,231,6132.116332
5.141225,192,6141.550658
8.211399,226,6154.004904
12.120674,316,6169.958519
11.485714,330,6186.353127
2.841109,112,6193.305427
2.883231,111,6199.96678
8.573467,240,6212.385044
2.35164,91,6217.650857
4.927625,145,6224.505181
11.648462,1001,6275.151282
2.766249,114,6280.901642
6.672424,196,6292.098794
3.623937,122,6298.46297
4.849082,149,6306.78422
5.151493,180,6315.670846
1.805311,92,6320.990587
3.672372,335,6337.973852
3.362876,151,6346.375879
17.699346,409,6367.786099
10.444016,259,6380.339852
7.757941,247,6392.437519
4.255956,144,6400.429801
5.555827,226,6413.029053
5.227151,228,6424.23342
8.00022,213,6435.780298
3.8371,140,6441.998709
3.575379,124,6448.081301
3.691228,132,6455.357061
7.563658,249,6469.420306
6.271508,181,6478.485699
4.616865,146,6486.742761
3.069178,124,6493.035933
4.137383,145,6501.309459
4.199201,135,6508.1359
7.375312,478,6533.040071
5.130646,195,6542.185292
3.36755,113,6547.613321
7.369714,214,6558.130766
8.130567,1001,6606.537239
1.442885,86,6611.316756
5.52038,190,6622.268398
9.972275,1001,6673.032372
1.409479,80,6676.76032
5.601959,202,6686.913939
3.922233,161,6695.555901
3.689359,144,6702.5065
3.747461,186,6711.755434
9.0769,244,6725.348985
13.582991,517,6750.149113
3.151304,118,6755.732151
8.63637,218,6766.527016
6.206637,170,6776.578123
2.237578,99,6781.650289
7.5796,218,6792.130283
7.646753,206,6801.361035
3.562324,128,6807.393254
9.076333,235,6817.996627
4.6247,149,6826.252261
3.731354,138,6833.397578
8.97413,1001,6880.761312
5.45776,163,6888.421319
11.452565,309,6902.890644
5.445051,161,6911.026743
8.514616,237,6923.616031
3.925321,130,6931.406152
6.208708,169,6940.407531
14.631876,514,6965.566916
6.917523,300,6982.143327
17.961861,405,7004.253691
1.27029,120,7010.894796
5.545677,182,7020.521349
4.218364,153,7029.22293
5.69698,1001,7078.497144
3.572278,142,7086.689737
11.719115,291,7099.669451
2.968721,299,7114.143861
6.998139,207,7123.866466
6.558612,190,7134.518517
9.676414,253,7147.006766
7.243093,211,7158.414416
4.083132,170,7166.806085
12.053355,277,7179.377296
6.586889,205,7190.63123
12.964211,313,7205.993246
15.999258,686,7241.260416
17.049501,451,7262.784371
8.702685,244,7273.94816
5.952103,177,7283.753811
3.050463,110,7290.860889
6.54115,182,7299.20652
4.221076,152,7306.501954
5.637776,187,7315.893551
3.127389,117,7322.19043
5.551337,182,7331.08084
14.311522,663,7364.899383
11.668173,300,7378.700215
11.572185,298,7393.94455
2.706279,111,7399.639443
9.737631,254,7412.66258
4.150248,140,7419.602715
4.013665,185,7430.191767
8.580285,248,7442.329888
4.753927,199,7452.985176
3.980325,195,7463.325685
4.180448,126,7469.81944
4.060432,135,7477.10008
0.092281,1,7477.70313
4.138942,243,7490.141079
10.486526,283,7505.060379
4.056633,134,7511.928002
5.513954,162,7520.233883
14.426742,369,7539.576549
9.870567,274,7554.926264
7.495776,213,7564.324842
4.855245,149,7571.126057
5.370761,157,7578.562931
6.814445,1001,7630.064116
1.067508,74,7634.131043
3.136821,474,7657.253516
10.759161,304,7670.466911
5.635732,184,7679.657338
3.48181,129,7686.516333
7.367993,357,7704.199761
11.974011,270,7716.866596
13.842954,717,7747.377437
7.166534,215,7759.62122
4.3123,144,7766.419566
6.277491,185,7775.577319
11.355215,494,7798.187094
1.097422,75,7803.094849
13.963306,355,7818.585373
5.373539,238,7829.591847
6.988238,1001,7878.307212
4.853597,812,7919.019705
1.908753,101,7923.605941
0.091754,1,7924.167501
2.23901,100,7929.750506
7.034654,189,7938.69922
8.226992,528,7964.917222
8.863438,274,7977.701625
13.467329,474,8001.826191
10.294827,265,8013.639185
4.609299,169,8021.319686
4.23871,140,8028.404317
6.576549,200,8038.173562
6.58422,252,8050.776385
9.092308,345,8065.449423
2.355947,111,8070.935651
1.869725,84,8075.34333
5.747266,165,8084.195904
8.903966,336,8101.003218
6.275491,180,8109.162319
7.444474,203,8119.072922
5.418844,160,8126.398559
4.116742,143,8133.16194
4.804088,292,8149.712298
6.749875,1001,8198.586473
5.408277,259,8211.131926
7.054067,1001,8259.345888
2.880304,114,8264.611867
5.452932,168,8272.152137
11.77238,325,8287.370236
14.934439,391,8308.052186
6.486245,369,8326.151314
2.36205,337,8343.698704
2.358653,94,8348.038479
4.100993,135,8356.745286
5.602775,174,8365.466175
6.735209,932,8413.539133
2.642777,163,8422.34015
1.763427,83,8426.239437
2.602441,104,8432.399272
7.818807,219,8441.958095
5.055441,239,8453.750313
13.18121,316,8470.852264
7.55148,216,8482.144232
2.185231,93,8486.479292
9.62358,304,8501.923803
4.888347,151,8510.956338
6.504968,705,8543.766609
9.543222,1001,8591.260758
5.504098,171,8599.335347
7.022115,201,8610.611365
11.785219,283,8624.074412
2.544191,101,8629.025478
4.463597,139,8636.505633
3.18496,116,8642.028362
3.702093,473,8667.892376
7.930789,227,8678.752094
2.256573,93,8683.682817
4.740653,145,8691.779362
4.180863,176,8701.576428
5.575043,187,8710.174067
10.32171,252,8724.455957
11.163846,258,8737.217543
1.341174,79,8741.197553
2.07707,155,8750.50312
1.741467,111,8757.27677
12.288592,326,8774.955
5.636228,169,8783.457609
3.740568,125,8789.666375
2.544879,111,8795.744272
5.214455,168,8804.433296
3.719591,122,8811.204547
1.770873,82,8816.250779
10.758823,288,8831.574241
12.011175,1001,8880.910295
13.0956,418,8899.569424
2.467623,102,8904.081324
7.685681,214,8913.519042
3.41182,127,8919.070135
14.627759,367,8938.153404
11.602662,1001,8988.633118
6.33998,1001,9037.071412
8.755258,251,9050.154244
12.848946,311,9063.621861
2.923893,106,9069.011295
4.780138,193,9079.770892
8.600633,221,9090.701114
11.185251,251,9102.354707
5.367188,168,9110.376407
3.270695,108,9115.476051
7.837005,209,9127.144055
8.523398,213,9136.92813
12.064435,265,9149.510458
8.029669,218,9160.511515
2.899641,111,9165.966862
2.827234,112,9171.970536
10.926747,1001,9219.62725
2.65182,139,9227.037226
5.297941,185,9235.98846
4.46256,135,9243.328367
6.403352,243,9254.396542
29.68674,710,9288.850309
5.789625,175,9296.634865
4.166459,144,9304.643401
5.352336,174,9312.827283
12.951996,284,9327.034865
4.941742,147,9334.662338
4.010064,128,9340.546023
2.181811,97,9346.052433
9.522151,262,9359.421203
2.998794,116,9365.765741
8.65278,218,9377.94499
10.65341,271,9393.190966
3.464357,121,9399.481694
4.070859,160,9408.374929
2.824893,408,9428.057682
0.09532,1,9428.66504
10.260149,300,9445.261224
2.602776,114,9451.041968
6.166893,181,9459.908859
8.172885,204,9469.281654
8.015857,1001,9518.678391
4.055044,138,9526.398476
6.166072,196,9536.334617
6.130258,172,9544.572447
9.188522,267,9558.02334
4.015686,184,9566.045781
6.83667,179,9575.239094
11.308998,1001,9624.153615
0.798701,72,9628.515918
2.223108,105,9633.951091
5.273843,847,9676.553355
11.002453,1001,9724.262512
3.536166,306,9740.002068
7.082107,205,9750.829261
18.811725,505,9774.897355
2.289758,209,9784.840404
3.010969,179,9796.611798
26.354102,577,9823.493448
1.860845,80,9827.714087
13.352632,1001,9878.958876
2.530734,93,9883.136674
12.591112,322,9901.656695
3.482514,130,9908.359479
8.413396,218,9920.165079
11.845882,385,9939.498642
3.675972,127,9946.680685
2.806081,116,9953.664438
5.843116,171,9961.725414
10.583243,338,9977.132263
4.204659,146,9984.247627
9.147057,228,9995.479637
7.121026,201,10006.678643
9.709813,241,10020.040287
7.061619,189,10029.334464
3.246664,113,10034.499994
20.653363,432,10055.796537
2.278661,96,10060.864884
2.089796,101,10066.615284
8.831391,1001,10112.630293
8.013611,1001,10162.764149
5.444121,171,10170.227463
2.421697,97,10175.03753
16.784859,468,10197.052244
7.814082,1001,10245.249641
5.35675,1001,10293.269602
7.249176,192,10305.083636
5.062537,144,10313.23323
3.069082,111,10319.250893
2.733079,148,10326.721958
8.426456,217,10338.619684
11.397519,279,10352.642371
11.820917,269,10364.632808
4.215309,142,10370.785338
2.052754,84,10374.707348
17.495266,351,10390.138484
6.368798,186,10401.038813
1.154701,74,10405.684882
6.034337,161,10414.183742
3.467557,119,10420.661227
28.317488,683,10454.779721
3.706882,116,10460.331341
16.49889,340,10476.877193
9.468012,274,10490.692469
9.348742,1001,10543.229692
5.78378,146,10551.28831
3.085964,109,10557.206526
8.727886,235,10570.179746
6.292379,1001,10617.824908
7.630426,178,10625.445673
19.407181,424,10645.791444
6.665046,240,10658.131186
10.865158,287,10671.856015
4.978787,195,10682.963921
5.459554,155,10690.591053
6.790574,1001,10736.843761
4.286736,154,10744.526701
3.134573,121,10751.275034
6.033881,173,10761.461967
7.446484,201,10771.661319
1.535776,74,10775.793698
6.163291,176,10784.728235
7.553506,304,10800.342525
10.932518,273,10815.144996
3.698376,154,10822.365042
5.74854,432,10842.740986
5.454054,171,10851.503336
3.008425,112,10856.584525
6.834662,171,10865.929536
6.146944,170,10873.797012
5.356492,151,10881.748766
2.203745,87,10886.231036
6.123221,171,10894.074737
2.812396,106,10898.891768
3.733015,120,10905.767706
4.006667,272,10919.389448
14.261015,293,10934.412992
6.812032,199,10945.228091
3.478513,148,10952.913686
4.972756,152,10961.051584
13.815109,303,10976.468213
0.099043,1,10977.048807
9.817129,276,10989.96861
22.353442,443,11010.594363
6.894163,178,11020.930743
7.940784,1001,11070.804634
13.183969,434,11091.913278
8.617345,213,11102.076919
10.795434,242,11113.034285
1.95743,106,11120.34959
3.692917,129,11126.237366
6.729981,280,11141.808895
3.66068,132,11147.681357
1.789616,98,11153.326285
14.285621,324,11169.294845
11.944737,275,11183.518969
2.345096,120,11189.510286
0.88154,55,11192.667012
19.804692,580,11219.961679
9.576701,583,11250.555811
12.828216,308,11265.766887
7.936412,243,11279.144135
2.138998,89,11283.858724
4.910847,152,11292.314358
6.623274,191,11302.681354
4.098369,141,11309.648874
10.659154,253,11323.371936
15.355977,325,11341.329547
4.02247,126,11347.666136
3.557446,120,11354.997962
3.179313,115,11360.384745
6.919628,191,11369.921759
10.821817,273,11384.314272
7.891192,929,11429.755756
26.232073,742,11468.431988
11.534004,264,11481.630132
8.293563,210,11492.592827
11.080531,330,11508.404053
4.815638,140,11514.934944
6.178257,392,11533.928545
1.310652,74,11538.717091
4.100812,126,11544.805726
5.294322,306,11560.581303
19.627333,598,11589.511072
4.740996,140,11597.884072
5.057,185,11606.366107
3.290599,119,11612.986693
6.206165,169,11621.869003
10.436316,237,11632.953468
6.204483,545,11660.928226
9.086689,281,11673.629005
9.889843,233,11684.144756
4.198966,159,11693.435145
14.19265,312,11707.342113
9.060244,273,11720.403493
9.995008,1001,11768.947554
15.669466,392,11786.706967
16.406217,342,11804.45795
2.515595,105,11810.101032
8.824455,267,11823.555172
6.260679,1001,11873.027734
5.32192,147,11880.179585
5.696405,167,11888.291492
0.089506,1,11888.882207
4.373676,132,11897.11393
23.076742,474,11919.007535
9.608881,233,11929.15508
9.349637,1001,11979.879773
3.169637,132,11986.731077
14.893933,359,12006.327101
21.894897,523,12030.927673
0.011751,12,12032.028
4.209527,123,12037.908099
12.05246,319,12055.374363
2.545081,140,12062.622689
5.911313,1001,12113.858483
20.492224,446,12135.415506
8.939641,221,12145.83599
5.443458,155,12154.502831
6.827751,1001,12202.323352
5.339683,158,12209.960452
6.145087,1001,12258.099019
6.034652,162,12267.054693
7.964609,439,12288.995791
3.988189,126,12295.539687
1.798047,82,12301.601853
4.079271,136,12307.713093
8.752849,238,12319.350046
10.370858,298,12332.393971
15.09817,320,12348.547223
10.16568,255,12362.277142
10.593964,387,12381.326587
15.829167,351,12397.865006
3.287717,135,12405.046426
5.890513,161,12412.415115
4.715575,134,12418.741174
7.029781,176,12426.931864
7.982325,1001,12473.478358
9.83962,229,12483.124835
8.936399,214,12493.688697
13.594441,402,12516.221415
8.120898,204,12525.64297
29.242363,813,12563.48395
13.846726,306,12577.92334
12.031979,284,12591.45124
12.599537,440,12613.659025
2.042226,82,12618.141223
6.869293,195,12627.487598
7.709947,201,12637.180439
2.012996,86,12641.733173
29.722197,1001,12689.675271
4.791043,170,12699.694622
0.094316,1,12700.281031
18.921763,412,12719.623098
5.561367,162,12727.925881
6.494023,180,12737.666038
16.020056,387,12757.825774
1.931029,102,12763.091164
6.197672,164,12771.491628
9.449787,249,12784.81652
8.577329,228,12797.267112
10.399897,350,12815.251087
6.825129,201,12824.467416
6.292763,185,12833.361058
5.770861,201,12842.437486
5.451934,155,12849.685291
6.331733,172,12860.345737
8.476216,201,12869.899732
3.667021,124,12876.369038
5.61081,170,12884.972674
21.503731,1001,12931.803455
6.53299,178,12940.935678
7.435178,199,12950.24517
9.698676,1001,12999.640363
16.868229,558,13027.252473
8.355546,218,13038.25151
14.934997,330,13053.452076
2.359604,98,13060.271404
9.567745,1001,13106.878846
7.164234,183,13116.178759
5.262055,156,13124.294243
18.092687,444,13144.38333
8.268315,1001,13193.166464
8.750969,231,13206.213001
15.866968,836,13244.444822
8.519287,221,13256.648617
1.74117,152,13263.713089
19.249178,412,13283.293198
7.418099,180,13292.017314
26.235712,900,13337.349353
20.506001,461,13359.720061
1.302607,64,13363.408386
4.315463,145,13370.37455
9.658992,238,13383.015321
4.809475,139,13390.036512
7.622674,196,13398.959164
8.42548,202,13411.204919
14.441633,314,13426.221745
15.283809,439,13446.858088
4.724533,132,13453.184133
4.173168,135,13461.713566
5.267091,176,13469.779508
32.973244,650,13499.85003
14.07707,301,13516.353627
8.185928,222,13527.399861
5.569325,300,13542.817548
10.174869,247,13554.533571
4.064917,125,13562.976029
13.282266,1001,13616.312541
4.960152,155,13624.446479
3.799323,129,13630.298726
9.237671,1001,13675.571632
9.998918,230,13687.312068
14.203535,337,13704.044014
3.124363,386,13723.594503
13.536838,427,13746.360182
1.055166,76,13751.795442
14.668683,327,13771.483411
9.1119,433,13794.638368
5.108788,161,13801.770045
2.051738,89,13806.725045
5.453172,160,13813.668367
3.765699,130,13819.65082
5.731009,171,13829.445161
17.397662,388,13848.708304
14.072898,315,13863.858926
20.734111,1001,13910.382959
8.830871,1001,13957.038412
8.652915,225,13969.187058
2.292906,95,13973.567751
11.774599,280,13986.150356
3.869285,115,13991.272033
3.529505,118,13996.566434
5.569044,152,14003.758654
4.590816,155,14012.051297
4.980482,145,14020.505605
2.118176,98,14025.039075
12.588303,311,14038.686124
20.672965,488,14061.515233
9.579733,237,14074.512214
6.972493,188,14082.531504
5.109869,154,14090.34452
7.060884,176,14099.926852
9.924235,317,14113.416431
9.054687,1001,14161.25692
6.20931,203,14174.04432
3.21252,108,14179.13598
1.516154,90,14183.540202
5.826101,174,14191.845772
11.542456,267,14204.634196
11.805151,485,14229.584629
7.362787,205,14239.698948
4.429824,138,14246.463315
11.460532,326,14262.433618
19.101438,418,14285.001223
3.345625,130,14291.630705
6.392651,194,14301.566872
7.35406,321,14314.347734
3.780945,317,14329.3429
10.897448,252,14340.796521
11.761268,263,14352.92678
6.011261,517,14378.022274
14.488006,329,14392.967964
21.071234,421,14410.837585
14.239506,1001,14455.066944
16.571248,424,14475.809475
4.16895,135,14482.61581
9.445561,226,14493.45384
7.671825,192,14502.495135
2.077114,95,14507.894625
0.828859,61,14511.331616
10.284697,1001,14559.082133
4.472588,131,14564.767877
7.730244,199,14574.226347
0.90566,51,14577.261429
8.420546,283,14589.859169
7.882174,217,14600.392537
6.214051,164,14608.475208
4.404543,209,14617.61061
4.898308,165,14625.561756
8.284106,1001,14670.128184
9.613249,294,14682.439175
2.319085,105,14687.598796
9.241784,230,14701.132796
2.97745,111,14706.784269
12.646892,332,14721.61694
16.796351,372,14737.259778
7.530465,1001,14782.351695
5.305694,148,14788.997255
2.873707,111,14796.122962
6.127883,160,14803.733661
3.85633,122,14810.461027
3.769288,128,14815.873531
15.344838,497,14838.821228
3.147345,112,14845.342412
-0.568017,1,14845.948551
8.10267,205,14855.398259
6.162779,165,14862.820655
3.426337,121,14868.61722
8.267234,273,14880.999696
4.954775,154,14888.080416
15.199447,337,14905.098756
5.816261,207,14914.637855
7.314853,196,14923.258956
4.991406,291,14936.13645
3.050484,107,14943.265496
13.403727,298,14956.93561
6.92959,285,14971.177295
7.773069,1001,15015.118709
5.588904,191,15022.864726
3.917951,350,15040.71563
6.811654,206,15049.871884
6.773591,173,15058.364249
20.631195,1001,15101.197939
28.746935,556,15126.005452
6.314286,174,15134.582491
5.590814,163,15141.306421
7.629981,199,15150.129896
2.173394,93,15154.789642
4.728668,223,15165.162583
8.540616,282,15179.751626
5.009218,142,15186.798393
9.082492,218,15196.686349
6.225662,173,15205.446257
7.826147,198,15214.668908
8.07764,1001,15258.721822
14.727759,330,15274.921999
11.596397,253,15286.459035
8.991427,215,15296.279622
12.523287,334,15312.803577
11.003289,258,15324.867588
8.181652,217,15333.871798
9.974607,236,15344.250107
18.073302,659,15372.638824
4.044137,124,15377.621566
3.21567,112,15382.696455
9.344092,258,15393.755406
10.379322,1001,15437.354717
8.919212,232,15448.782275
3.840162,131,15455.616498
23.308683,503,15477.006863
5.547652,162,15483.420056
8.928292,213,15492.833446
12.867988,1001,15538.149464
3.442383,115,15544.64904
3.539125,147,15550.974487
8.170611,233,15560.432199
14.255077,405,15578.147542
5.831851,161,15585.680832
6.142708,177,15595.046895
8.221299,1001,15640.288528
6.755231,183,15648.159868
2.634721,102,15652.514169
9.932067,320,15665.161431
7.00513,211,15675.131555
3.406991,175,15685.382355
14.000175,1001,15726.765178
6.79257,185,15735.240285
16.051038,336,15750.802072
8.770558,226,15761.236709
19.760697,398,15778.662097
8.659926,1001,15820.316436
9.325122,1001,15866.929843
4.805247,140,15873.846012
12.14584,278,15887.095526
3.37998,119,15892.618589
2.265785,112,15897.922101
13.016701,1001,15941.085187
5.347347,170,15949.608442
3.178073,115,15955.873762
3.40861,114,15962.835408
10.999726,322,15975.439933
5.365217,148,15982.061085
7.383124,200,15990.160942
4.631405,136,15996.359476
15.949717,331,16011.398802
25.302188,533,16036.280509
10.683815,561,16060.41857
8.248331,230,16069.786245
11.703837,276,16081.21415
0.895158,62,16084.644199
20.960226,449,16105.454062
1.350168,97,16109.620518
15.917865,865,16147.954546
6.317422,180,16155.478817
2.046961,85,16160.82472
12.15531,264,16173.337836
14.736821,322,16189.334225
14.617391,379,16205.413109
2.554853,101,16209.850431
5.038028,154,16217.457764
6.065961,162,16225.338662
