#{"t_start": 1641507720.5760791, "env_id": null}
r,l,t
8.638964,1001,9016.462754
1.118116,199,9022.107082
2.311412,242,9030.491998
9.77448,1001,9058.261804
9.902597,1001,9084.1861
4.168753,188,9090.072629
8.655375,649,9107.088129
11.691452,1001,9133.514778
3.382596,524,9148.569618
8.672397,1001,9175.847311
10.75308,1001,9207.655198
11.153118,1001,9239.349567
13.910499,1001,9264.975231
6.68881,1001,9290.192388
27.570702,1001,9317.883572
5.571792,194,9323.452214
4.933044,209,9329.648216
12.940895,1001,9357.782228
11.877449,1001,9385.033349
6.775401,771,9407.043668
11.707137,1001,9432.993245
15.748359,1001,9458.642279
11.448102,1001,9484.271471
8.021402,348,9495.31982
8.18046,1001,9521.946527
7.813428,1001,9552.190076
4.314392,156,9557.470469
5.560875,188,9562.854246
11.420847,1001,9591.767531
9.085104,541,9607.04875
3.835173,135,9610.886516
5.616003,425,9623.512325
6.646576,385,9636.080142
11.922342,1001,9665.428607
4.585564,401,9678.261292
10.292758,1001,9705.262144
7.837418,1001,9736.055626
3.765372,356,9746.149266
9.248536,1001,9774.791893
10.210359,902,9799.194785
7.12907,259,9807.310519
11.88206,1001,9834.607815
3.466127,152,9840.022126
5.099886,185,9846.091609
21.255522,1001,9874.334643
13.665999,1001,9901.19813
11.480945,1001,9927.61996
20.024064,1001,9955.815192
9.103827,1001,9984.271928
4.160081,254,9991.156697
5.7895,189,9996.220001
2.588355,117,9999.334328
11.416709,1001,10024.264454
4.997719,185,10029.691087
8.732153,617,10047.905686
7.382169,698,10068.299469
9.755549,311,10076.871053
6.237149,193,10081.991351
12.159509,1001,10109.570987
6.104434,456,10121.928492
2.727251,115,10125.971501
7.099645,224,10133.949243
4.95156,153,10138.797142
2.847461,120,10142.518761
8.025052,320,10152.632985
5.355324,208,10158.272993
20.907299,1001,10186.942881
15.994874,937,10214.454536
5.579715,167,10220.726498
4.557934,149,10225.715016
5.567385,348,10235.438877
3.127917,129,10238.877801
7.054572,221,10245.803929
15.314381,1001,10273.662847
15.685191,1001,10299.895366
4.080914,158,10304.726744
5.391543,891,10329.494008
16.692436,597,10344.965355
6.963354,220,10352.072655
5.352634,264,10359.586566
1.468638,110,10363.464365
9.780193,1001,10391.12408
9.086613,392,10402.417183
5.06,162,10407.487284
4.54899,152,10411.506002
6.364036,834,10434.946381
19.194819,1001,10462.492194
10.90115,1001,10491.713667
19.26676,1001,10516.979364
3.986912,159,10521.101437
13.169696,1001,10548.39843
11.87631,928,10576.790718
7.061327,1001,10604.233516
12.05164,994,10631.916553
10.121015,1001,10661.489097
14.308865,869,10684.820559
7.924911,1001,10711.905137
14.029768,1001,10741.01569
13.079669,515,10755.791947
10.271676,1001,10784.638651
6.37887,214,10790.963837
3.596517,301,10798.538036
6.883945,1001,10826.230253
11.51622,760,10845.317685
9.199518,324,10853.60928
9.85018,370,10863.828634
4.531189,163,10869.133522
9.263749,1001,10893.570572
16.521923,1001,10917.693861
8.116897,1001,10944.554596
12.243154,1001,10969.610163
17.000747,1001,10994.100963
11.144791,921,11018.36341
4.452927,518,11032.535133
9.125865,370,11042.611255
7.225489,617,11058.71733
5.667575,318,11067.248516
14.130831,1001,11097.394293
3.833592,146,11102.30468
14.764716,1001,11137.459137
10.887748,1001,11173.489256
4.578538,161,11181.348236
9.405121,1001,11220.182667
10.152202,1001,11256.582148
14.616645,1001,11288.958352
4.397783,174,11294.921152
9.195627,1001,11328.536042
1.987171,102,11332.18599
9.286412,1001,11362.415171
7.896881,351,11375.223771
13.267549,1001,11406.235256
12.493116,1001,11437.927278
11.468849,1001,11490.561393
22.377462,985,11517.295842
10.281934,345,11527.247833
4.292342,146,11532.301404
27.622728,1001,11561.767428
14.267787,649,11579.436403
12.346167,1001,11605.699287
10.099613,1001,11629.987104
14.772834,1001,11654.225775
9.839311,1001,11678.067057
5.254192,192,11683.001422
10.970269,1001,11706.889431
15.592615,1001,11730.520576
8.828812,687,11746.800507
18.961015,1001,11769.646251
13.117396,1001,11795.61313
9.934935,1001,11819.889652
18.104438,1001,11842.985375
12.7724,1001,11866.807074
8.534654,341,11875.022629
7.34643,659,11890.739785
3.504669,151,11894.708073
13.240686,423,11904.676345
12.112896,1001,11928.210463
13.208313,390,11937.264099
4.588205,185,11942.158206
17.345603,488,11953.306375
9.981203,1001,11976.235266
4.039122,142,11980.029604
14.158306,1001,12003.635868
14.054267,1001,12026.439672
15.082688,1001,12049.495612
10.782142,1001,12072.456142
4.622138,435,12083.112435
10.207746,1001,12106.340744
18.911298,1001,12129.081125
16.926484,1001,12152.573332
15.791918,1001,12175.890558
11.575427,683,12191.52659
7.511283,436,12202.03604
13.139899,704,12218.602734
17.858552,1001,12241.973001
12.203757,1001,12265.654897
14.010658,1001,12288.938514
9.814789,1001,12311.752563
10.836149,1001,12335.32045
19.181571,1001,12358.773612
7.507843,332,12366.505447
9.339886,1001,12389.442289
8.363614,834,12408.913022
11.776957,1001,12432.637579
14.292691,1001,12455.163574
16.857502,1001,12478.72186
3.561533,238,12484.440769
10.567166,1001,12507.772612
8.850964,1001,12531.019952
15.203723,974,12554.453987
14.696408,1001,12577.139509
6.202469,238,12582.86478
8.712,1001,12606.192414
22.359762,1001,12629.219333
6.267982,567,12642.511025
17.753562,1001,12665.46649
5.057127,405,12675.126017
9.9346,1001,12698.355306
10.228139,1001,12722.124437
13.6354,1001,12744.740792
10.777535,1001,12767.602947
8.344753,597,12781.796853
13.453544,1001,12804.603508
9.449893,1001,12827.611484
11.347534,1001,12851.309702
13.200291,1001,12874.216495
19.503015,1001,12896.979713
11.238092,1001,12920.897503
11.670899,1001,12943.617512
16.144488,907,12964.707249
8.803422,1001,12988.115393
14.818876,1001,13010.857546
4.376561,301,13018.380903
10.089633,1001,13041.402675
14.4751,473,13052.690613
10.753998,471,13064.310192
13.978047,1001,13087.072866
12.048707,1001,13110.149256
3.420551,178,13114.89026
11.593124,1001,13137.687598
9.352679,1001,13161.426891
4.236601,265,13167.78282
9.501508,1001,13191.37059
5.257533,476,13202.744996
10.545731,1001,13225.810291
16.583767,1001,13248.753067
9.296996,1001,13272.516196
13.495388,1001,13295.679075
2.297193,162,13299.617098
4.989009,450,13309.873665
-1.574093,1,13310.452562
1.482792,106,13313.671806
4.349294,266,13320.233636
10.354733,572,13333.481368
11.024673,1001,13357.000499
6.30059,237,13362.899327
8.980721,251,13368.994824
8.861678,1001,13391.976205
3.043206,272,13398.471044
23.783238,1001,13421.17385
23.660633,890,13441.390173
26.307375,1001,13464.567531
10.393555,382,13473.394557
18.740643,1001,13496.923912
9.987461,1001,13520.541594
5.420129,374,13529.490011
8.63261,909,13550.595054
2.278436,113,13553.487495
12.953794,1001,13576.668582
8.154029,247,13582.668901
9.543301,1001,13606.239585
14.600223,1001,13629.54324
18.776177,1001,13652.145332
18.289407,766,13670.762768
8.682604,257,13676.812642
10.314454,1001,13700.409245
11.389683,1001,13724.33092
12.137094,1001,13747.14579
8.545063,1001,13770.189182
14.744191,1001,13793.029453
13.268143,337,13800.982301
9.706655,952,13823.421728
6.401947,398,13832.825979
5.086494,168,13837.306618
7.008084,364,13846.210176
8.592369,261,13852.375638
16.362622,1001,13875.494424
9.313428,1001,13899.139161
5.550371,302,13906.21647
10.304048,1001,13929.130523
12.198874,1001,13952.789098
10.49674,1001,13976.173885
3.085639,208,13981.442837
17.636632,1001,14004.502642
4.756386,177,14008.895441
7.442908,309,14016.501876
14.126262,985,14039.210575
11.647549,1001,14061.792773
9.669769,524,14073.901314
8.856076,970,14096.556845
12.568864,1001,14120.07313
10.275195,1001,14143.309341
11.508437,1001,14166.392834
10.886288,906,14187.537398
11.977482,395,14197.010619
5.708997,186,14201.563942
13.181862,559,14215.19767
9.949276,849,14234.845921
3.724126,160,14239.075423
34.10553,1001,14262.176518
9.532707,689,14278.551948
3.299886,193,14283.50778
3.275097,325,14291.594267
14.377304,1001,14315.119787
13.108494,1001,14338.443202
12.212003,1001,14361.537982
11.46958,1001,14385.166117
11.0875,1001,14408.263239
8.858751,1001,14432.39771
10.011682,1001,14455.810425
9.533848,1001,14478.733751
14.215806,1001,14502.104476
10.459257,321,14509.807423
16.656583,1001,14533.160092
10.761908,1001,14555.7471
10.868445,1001,14579.312206
16.673091,1001,14602.49806
16.480829,1001,14626.06812
13.195796,1001,14649.770027
10.674396,1001,14673.517552
11.82939,1001,14696.302702
13.499926,931,14717.914927
18.528588,1001,14740.123258
10.906042,1001,14763.682425
11.421506,555,14775.945199
17.480271,1001,14799.014203
9.504756,1001,14822.416289
17.885154,1001,14845.634323
10.120698,1001,14869.13207
9.666771,581,14882.535081
13.65125,1001,14905.251062
14.374009,1001,14928.596159
11.45691,1001,14952.249171
21.198754,1001,14975.678474
4.362374,287,14982.534814
9.784082,1001,15005.576024
11.53431,1001,15028.5115
5.793969,320,15036.249152
6.055398,278,15043.010275
21.833106,1001,15065.832614
15.050201,1001,15088.292094
10.21498,1001,15111.637005
8.309545,242,15117.785935
15.425692,1001,15140.282794
12.264031,730,15157.735995
3.484068,146,15161.606801
10.037511,1001,15185.231264
15.456374,415,15194.847307
9.564997,1001,15218.875196
0.229959,24,15219.884226
7.546518,796,15238.176644
5.963099,573,15251.827688
19.491796,1001,15275.228516
10.839749,925,15296.910404
17.71989,1001,15320.476215
18.525825,1001,15342.786812
10.037216,1001,15365.885337
13.376809,806,15384.129716
11.033736,1001,15408.478154
10.557317,1001,15434.707178
7.01322,230,15440.939376
11.207169,1001,15467.028756
9.58732,1001,15490.696446
8.98815,1001,15513.622535
10.001898,1001,15536.775378
5.088577,177,15541.265791
11.080808,1001,15564.455263
8.254912,443,15574.651969
13.531554,1001,15598.159249
17.81062,796,15616.624189
5.769342,497,15628.086858
10.769634,1001,15651.184737
12.750925,1001,15673.912882
3.594351,148,15677.760582
9.415759,501,15689.462036
13.105152,1001,15712.356562
2.602721,130,15715.686398
9.620205,1001,15739.056391
12.580306,1001,15761.791634
7.991657,661,15777.246802
18.930359,1001,15800.453058
9.151832,1001,15823.757803
10.133962,1001,15847.006243
19.086129,1001,15869.656787
8.204315,854,15888.825555
7.881043,283,15895.346482
9.302135,1001,15918.438173
14.852579,1001,15941.163321
9.176593,1001,15964.188557
10.004791,1001,15987.075898
7.716241,219,15992.55868
17.858686,1001,16015.793718
16.002442,401,16025.142748
2.000943,98,16027.7916
11.912664,1001,16051.077109
2.750042,125,16054.704377
5.762491,171,16059.571162
10.437273,461,16070.039871
13.045281,363,16078.426082
10.865152,1001,16101.686695
11.252845,1001,16125.156656
10.723263,1001,16148.277796
6.390852,778,16166.657004
3.780478,177,16171.026874
11.23116,1001,16193.512393
5.174192,160,16197.430034
8.805399,1001,16220.361639
6.261723,539,16232.433877
-1.444921,1,16232.959828
3.239571,168,16237.222777
5.515562,160,16241.280528
6.142504,214,16246.56738
22.176257,667,16262.005457
12.07218,779,16279.941001
4.844429,160,16284.327951
11.435355,340,16292.313401
13.730834,867,16311.980494
9.848558,287,16319.131868
14.936635,1001,16342.291352
15.76156,1001,16365.22825
11.252748,1001,16387.958745
21.876393,1001,16411.589023
-0.252414,1,16412.262661
9.635119,1001,16436.050195
8.987865,240,16442.144206
4.557809,359,16450.816124
7.540645,241,16456.67279
8.302328,1001,16480.051501
3.507214,333,16488.035679
6.98501,351,16496.708291
8.274604,262,16503.24283
8.217861,293,16510.023038
10.032723,1001,16533.607729
13.444043,384,16542.995896
12.597388,1001,16566.256762
